mcg,gvh,lip,chg,aac,alm1,alm2,class
0.6912149377270481,0.47127103736377113,1.0,0.5,0.5275140249091808,0.5787289626362289,0.32254207472754226,omL
0.6663992350351566,0.49,1.0,0.5,0.5655969401406262,0.5568003824824218,0.33440305985937374,omL
0.6786420545516764,0.49,1.0,0.5,0.6145682182067052,0.5506789727241619,0.28543178179329487,omL
0.756563538944562,0.5602280283233178,1.0,0.5,0.39076543981294976,0.5424429929191706,0.052752376085484776,omL
0.6694175497550001,0.49,1.0,0.5,0.5776701990200005,0.5552912251225,0.3223298009799995,omL
0.7392923359848922,0.5476671534435579,1.0,0.5,0.4174572989324393,0.5455832116391105,0.10770620368443395,omL
0.6672980646477825,0.49,1.0,0.5,0.56919225859113,0.5563509676761088,0.33080774140887,omL
0.7669415276592881,0.5677756564794822,1.0,0.5,0.3747267299811002,0.5405560858801295,0.019731502902265108,omL
0.6702912334885811,0.49,1.0,0.5,0.5811649339543244,0.5548543832557095,0.3188350660456756,omL
0.6769561002291434,0.49,1.0,0.5,0.6078244009165736,0.5515219498854284,0.2921755990834264,omL
0.669330629002247,0.5459837740134821,1.0,0.5,0.6519675480269641,0.578661258004494,0.17338741995505993,omL
0.6636145770409483,0.487831253775431,1.0,0.5,0.5385541691836208,0.562168746224569,0.35566250755086204,omL
0.6687902991601729,0.5427417949610369,1.0,0.5,0.6454835899220739,0.5775805983203456,0.1841940167965436,omL
0.760501972436581,0.5630923435902407,1.0,0.5,0.38467876987073846,0.5417269141024399,0.04022099679269675,omL
0.7002688966769691,0.4658386619938185,1.0,0.5,0.5238924413292123,0.5841613380061814,0.31167732398763703,omL
0.6633790829104528,0.5102744974627167,1.0,0.5,0.5805489949254333,0.5667581658209055,0.29241834179094445,omL
0.7449230549787927,0.5517622218027582,1.0,0.5,0.4087552786691385,0.5445594445493105,0.08979027961293234,omL
0.6630013830548009,0.49,1.0,0.5,0.5520055322192037,0.5584993084725997,0.3479944677807964,omL
0.6682575505565673,0.5395453033394035,1.0,0.5,0.639090606678807,0.5765151011131344,0.194848988868655,omL
0.6720657362256716,0.49,1.0,0.5,0.5882629449026862,0.5539671318871643,0.3117370550973138,omL
0.7253882165239676,0.5375550665628854,1.0,0.5,0.4389454835538683,0.5481112333592787,0.15194658378737588,omL
0.7069785444863161,0.5241662141718663,1.0,0.5,0.46739679488478414,0.5514584464570335,0.21052281299808495,omL
0.6789713159078014,0.49,1.0,0.5,0.6158852636312054,0.5505143420460994,0.2841147363687946,omL
0.6755300271137339,0.49,1.0,0.5,0.6021201084549356,0.5522349864431331,0.29787989154506445,omL
0.6626380252466776,0.5058281514800654,1.0,0.5,0.5716563029601308,0.5652760504933552,0.3072394950664487,omL
0.6696052132336636,0.49,1.0,0.5,0.5784208529346543,0.5551973933831683,0.32157914706534574,omL
0.7341196683729182,0.5439052133621223,1.0,0.5,0.4254514216054901,0.5465236966594694,0.12416469154071486,omL
0.7272700782685028,0.5389236932861837,1.0,0.5,0.4360371517668594,0.5477690766784541,0.14595884187294583,omL
0.662444813096933,0.5046688785815977,1.0,0.5,0.5693377571631956,0.564889626193866,0.31110373806134084,omL
0.6805918117883517,0.47764491292698896,1.0,0.5,0.5317632752846593,0.5723550870730111,0.3352898258539779,omL
0.70664477374005,0.46201313575597003,1.0,0.5,0.5213420905039801,0.58798686424403,0.30402627151194,omL
0.7211089895411766,0.534442901484492,1.0,0.5,0.4455588343454544,0.548889274628877,0.16556230600534722,omL
0.6739347711714687,0.5001343790337954,1.0,0.5,0.5184644445531847,0.5574664052415512,0.315662091727145,omL
0.6721798112031626,0.49885804451139093,1.0,0.5,0.5211766554132943,0.5577854888721523,0.3212460552626646,omL
0.6629868087060905,0.507920852236543,1.0,0.5,0.5758417044730862,0.5659736174121811,0.30026382587818967,omL
0.6708604562962394,0.49,1.0,0.5,0.5834418251849574,0.5545697718518804,0.3165581748150426,omL
0.7523578239834489,0.5571693265334173,1.0,0.5,0.3972651811164881,0.5432076683666457,0.06613419641629908,omL
0.667690179085006,0.49,1.0,0.5,0.5707607163400242,0.556154910457497,0.3292392836599758,omL
0.6705602526743938,0.48366384839536375,1.0,0.5,0.5357758989302426,0.5663361516046362,0.3473276967907275,omL
0.7002073729207212,0.46587557624756726,1.0,0.5,0.5239170508317115,0.5841244237524327,0.3117511524951345,omL
0.6693955326384874,0.49,1.0,0.5,0.5775821305539492,0.5553022336807564,0.3224178694460507,omL
0.6604725670295067,0.49,1.0,0.5,0.5418902681180268,0.5597637164852467,0.3581097318819732,omL
0.6859488918640818,0.4744306648815509,1.0,0.5,0.5296204432543673,0.5755693351184491,0.3288613297631018,omL
0.6892172046078439,0.47246967723529365,1.0,0.5,0.5283131181568624,0.5775303227647064,0.3249393544705873,omL
0.6635085879254201,0.5110515275525206,1.0,0.5,0.5821030551050411,0.5670171758508402,0.2898282414915981,omL
0.6640846115737561,0.49,1.0,0.5,0.5563384462950243,0.557957694213122,0.34366155370497575,omL
0.6935875242525104,0.4698474854484938,1.0,0.5,0.5265649902989958,0.5801525145515062,0.31969497089698756,omL
0.662870507973754,0.49,1.0,0.5,0.551482031895016,0.558564746013123,0.34851796810498403,omL
0.6967563898987362,0.5167319199263536,1.0,0.5,0.4831946701564986,0.5533170200184117,0.24304785032220289,omL
0.6744336904074191,0.49,1.0,0.5,0.5977347616296761,0.5527831547962906,0.302265238370324,omL
0.6777045908354038,0.5028760660621118,1.0,0.5,0.5126383596180124,0.5567809834844721,0.30366721097826077,omL
0.688028813992947,0.4731827116042318,1.0,0.5,0.5287884744028212,0.5768172883957682,0.3263654232084636,omL
0.6988250681837566,0.4667049590897461,1.0,0.5,0.5244699727264974,0.583295040910254,0.3134099181794921,omL
0.7092802101737997,0.46043187389572016,1.0,0.5,0.5202879159304801,0.5895681261042798,0.3008637477914403,omL
0.6626030935539426,0.5056185613236559,1.0,0.5,0.5712371226473117,0.5652061871078853,0.3079381289211471,omL
0.662823626334797,0.5069417580087816,1.0,0.5,0.5738835160175633,0.5656472526695939,0.30352747330406127,omL
0.6646912867970283,0.5181477207821691,1.0,0.5,0.5962954415643382,0.5693825735940564,0.2661742640594363,omL
0.6976605038279811,0.5173894573294406,1.0,0.5,0.4817974031749385,0.5531526356676398,0.2401711241836969,omL
0.6690002115575894,0.49,1.0,0.5,0.5760008462303574,0.5554998942212054,0.32399915376964256,omL
0.6698033700213892,0.5488202201283351,1.0,0.5,0.65764044025667,0.5796067400427783,0.16393259957221665,omL
0.6655960339586062,0.49,1.0,0.5,0.5623841358344249,0.5572019830206969,0.3376158641655751,omL
0.6633472666459003,0.49,1.0,0.5,0.5533890665836011,0.5583263666770499,0.346610933416399,omL
0.6969705333209499,0.46781768000743007,1.0,0.5,0.52521178667162,0.58218231999257,0.3156353600148601,omL
0.6932696845030835,0.47003818929814994,1.0,0.5,0.5266921261987666,0.57996181070185,0.32007637859629984,omL
0.6649356258951735,0.5196137553710412,1.0,0.5,0.5992275107420824,0.569871251790347,0.2612874820965295,omL
0.7465387059634737,0.552937240700708,1.0,0.5,0.4062583635109952,0.544265689824823,0.08464957193440192,omL
0.6657464060328734,0.5244784361972404,1.0,0.5,0.6089568723944808,0.5714928120657468,0.24507187934253208,omL
0.7093455196775176,0.4603926881934895,1.0,0.5,0.520261792128993,0.5896073118065105,0.3007853763869789,omL
0.6756549680927901,0.49,1.0,0.5,0.6026198723711603,0.552172515953605,0.29738012762883964,omL
0.6771775790935022,0.49,1.0,0.5,0.6087103163740086,0.5514112104532489,0.2912896836259914,omL
0.7649488062192471,0.5663264045230888,1.0,0.5,0.3778063903884363,0.5409183988692279,0.02607198021148649,omL
0.7000944257999183,0.5191595823999405,1.0,0.5,0.47803588740012626,0.5527101044000149,0.23242682700025993,omL
0.666405818075852,0.4861565091544888,1.0,0.5,0.5374376727696593,0.5638434908455112,0.3523130183089776,omL
0.6775286557914104,0.49,1.0,0.5,0.6101146231656417,0.5512356721042948,0.28988537683435833,omL
0.7281157652365006,0.5395387383538185,1.0,0.5,0.43473018099813554,0.5476153154115454,0.1432680197020438,omL
0.6789576254424778,0.4786254247345133,1.0,0.5,0.5324169498230089,0.5713745752654867,0.33725084946902656,omL
0.6606507511888029,0.49390450713281703,1.0,0.5,0.5478090142656341,0.5613015023776057,0.3469849762239432,omL
0.6657314694562462,0.49,1.0,0.5,0.5629258778249846,0.5571342652718769,0.3370741221750154,omL
0.6617132606654249,0.500279563992549,1.0,0.5,0.5605591279850981,0.5634265213308497,0.32573478669150313,omL
0.664167773155713,0.48749933610657226,1.0,0.5,0.5383328907377148,0.5625006638934278,0.35499867221314446,omL
0.6601686604798921,0.49101196287935267,1.0,0.5,0.5420239257587054,0.5603373209597843,0.3566267904021578,omL
0.6898584971929334,0.47208490168424,1.0,0.5,0.5280566011228267,0.57791509831576,0.32416980336847995,omL
0.6822353821677365,0.47665877069935814,1.0,0.5,0.5311058471329054,0.5733412293006419,0.3333175413987162,omL
0.6750144396103257,0.4809913362338046,1.0,0.5,0.5339942241558697,0.5690086637661954,0.34198267246760916,omL
0.7111365172424668,0.5271901943581576,1.0,0.5,0.46097083698891494,0.5507024514104606,0.19729289968306007,omL
0.6648262330702824,0.5189573984216946,1.0,0.5,0.5979147968433892,0.5696524661405649,0.2634753385943514,omL
0.6737311786921552,0.49,1.0,0.5,0.5949247147686203,0.5531344106539225,0.30507528523137967,omL
0.667619888297508,0.49,1.0,0.5,0.5704795531900315,0.5561900558512461,0.3295204468099685,omL
0.6677057179688182,0.536234307812909,1.0,0.5,0.6324686156258181,0.5754114359376363,0.20588564062363646,omL
0.6795033372265296,0.5041842452556579,1.0,0.5,0.5098584788317271,0.5564539386860856,0.2979439270064968,omL
0.7654272610914831,0.5666743717028967,1.0,0.5,0.3770669601313444,0.5408314070742758,0.02454962379982667,omL
0.666567058433813,0.5294023506028779,1.0,0.5,0.6188047012057557,0.5731341168676259,0.22865883132374054,omL
0.7080224567289349,0.46118652596263904,1.0,0.5,0.520791017308426,0.588813474037361,0.302373051925278,omL
0.6718385664559711,0.4986098665134334,1.0,0.5,0.5217040336589539,0.5578475333716417,0.32233183400372867,omL
0.7682770913910925,0.5687469755571581,1.0,0.5,0.3726626769410389,0.5403132561107105,0.015481981937432998,omL
0.6683120284599087,0.49,1.0,0.5,0.5732481138396345,0.5558439857700458,0.32675188616036555,omL
0.6614074184338521,0.4984445106031122,1.0,0.5,0.5568890212062244,0.5628148368677041,0.33185163132295936,omL
0.7517404792999796,0.5567203485818033,1.0,0.5,0.398219259263668,0.5433199128545492,0.06809847495461063,omL
0.6873198298229853,0.47360810210620885,1.0,0.5,0.5290720680708059,0.5763918978937912,0.3272162042124176,omL
0.6713668373531948,0.49,1.0,0.5,0.585467349412779,0.5543165813234027,0.31453265058722096,omL
0.6690130222186115,0.4965549252498992,1.0,0.5,0.5260707838439642,0.5583612686875252,0.3313222020316909,omL
0.662694219841842,0.5061653190510518,1.0,0.5,0.5723306381021036,0.5653884396836839,0.3061156031631608,omL
0.76556077247653,0.5667714708920217,1.0,0.5,0.3768606243544536,0.5408071322769946,0.02412481484740453,omL
0.7206746546883005,0.5341270215914913,1.0,0.5,0.44623007911808105,0.5489682446021272,0.16694428053722565,omL
0.6601500411345382,0.49090024680722905,1.0,0.5,0.5418004936144581,0.5603000822690763,0.3569991773092366,omL
0.6623062296873203,0.5038373781239216,1.0,0.5,0.5676747562478434,0.5646124593746406,0.3138754062535945,omL
0.7267965327488626,0.5385792965446272,1.0,0.5,0.436768994842667,0.5478551758638432,0.14746557761725557,omL
0.7022110733035104,0.4646733560178938,1.0,0.5,0.5231155706785958,0.5853266439821062,0.3093467120357875,omL
0.6698699181859631,0.5492195091157787,1.0,0.5,0.6584390182315571,0.5797398363719262,0.16260163628073812,omL
0.7053793912613927,0.46277236524316434,1.0,0.5,0.5218482434954429,0.5872276347568356,0.3055447304863287,omL
0.6626878756766832,0.49,1.0,0.5,0.5507515027067327,0.5586560621616584,0.3492484972932673,omL
0.6657496744690453,0.48655019531857285,1.0,0.5,0.5377001302123819,0.5634498046814272,0.35310039063714566,omL
0.6670074816198345,0.5320448897190069,1.0,0.5,0.6240897794380136,0.5740149632396689,0.21985036760331067,omL
0.7464377226617102,0.7873992874825275,0.48,0.5,0.8501373664029739,0.5208241984178434,0.29,om
0.6683663872297918,0.6874422408513472,0.48,0.5,0.6960396646757502,0.4074422408513472,0.2825577591486528,om
0.6745750291820104,0.7011437572955026,0.48,0.5,0.666715635943254,0.4211437572955026,0.3245750291820104,om
0.662805845265339,0.7359281833714746,0.48,0.5,0.7746622120082883,0.43624467621227125,0.2734388309469322,om
0.7151694579714946,0.7596841019766775,0.48,0.5,0.727426779974086,0.5106548139663118,0.17934518603368818,om
0.7177540357727444,0.6147822550519333,0.48,0.5,0.7941673444837944,0.4852177449480667,0.22985483670128892,om
0.579962011615629,0.6828517159450899,0.48,0.5,0.7357794086589218,0.37425857972544924,0.4015208289334726,om
0.6321288639661128,0.6644536324066462,0.48,0.5,0.660644319830564,0.39296908827109756,0.2757422720677744,om
0.7051553357232594,0.8565631095178271,0.48,0.5,0.8061698940670619,0.5468737809643458,0.2734368904821729,om
0.6638824627258151,0.8509416979476216,0.48,0.5,0.7177649254516302,0.4862355411330839,0.2545881529556387,om
0.6412355795966567,0.743369003084119,0.48,0.5,0.6724711591933134,0.43528005409247744,0.27157331530250756,om
0.6807639884855996,0.7239221669588052,0.48,0.5,0.7515279769711993,0.44079806332920196,0.2284720230288007,om
0.6333189255778024,0.5223595243835741,0.48,0.5,0.7850216116332963,0.4541486569722531,0.27751080581664817,om
0.6414739198342819,0.6870521603314361,0.48,0.5,0.6122902394614163,0.35360543987571147,0.28278912024857716,om
0.6100540173049778,0.7498379480850665,0.48,0.5,0.5103781211348447,0.33021606921991126,0.3298649567375555,om
0.6385508320142274,0.6928983359715452,0.48,0.5,0.6027902040462392,0.3514131240106706,0.28717375197865885,om
0.6413292508613285,0.7544756072659041,0.48,0.5,0.6576950397748346,0.38370728719084896,0.30314635640457555,om
0.6165109037539309,0.7515025162509071,0.48,0.5,0.5220201300072571,0.34051761375635,0.3209849024945572,om
0.610953535958437,0.7514303039376556,0.48,0.5,0.5136552211740089,0.3333373758545298,0.3306356906389581,om
0.7291607588286332,0.7585114827734738,0.48,0.5,0.7823674487511616,0.5342755865633713,0.30446555167957856,om
0.6540359368593992,0.7531454240613856,0.48,0.5,0.6106535699643412,0.40549017747325583,0.320563727815843,om
0.6077935975881689,0.7469110366234364,0.48,0.5,0.521473292541522,0.3313238414470987,0.3352953657883948,om
0.6182880124239,0.7251359627282999,0.48,0.5,0.5680160869673001,0.36315204969560005,0.30927996894025,om
0.6594173850237063,0.7302330459905174,0.48,0.5,0.5940095545403007,0.3794173850237063,0.34482521550711187,om
0.6511487493214302,0.8117231239821452,0.48,0.5,0.6677368723988155,0.47402062262500555,0.3574324995476201,om
0.6524388870015871,0.7818291652511904,0.48,0.5,0.6337800870879626,0.4184143479199733,0.3158537043328043,om
0.5872705584384609,0.7196662668195793,0.48,0.5,0.7625625749713288,0.40462455017202675,0.43016686659021036,om
0.67,0.877036538150086,0.48,0.5,0.7307408654624785,0.502963461849914,0.2588903855497419,om
0.67,0.8553363811824566,0.48,0.5,0.7361659047043858,0.5246636188175434,0.3239908564526302,om
0.6742957821851727,0.8260387078981888,0.48,0.5,0.7335563267222409,0.5281865989907751,0.3689260544537068,om
0.6829972052488978,0.6775349343887767,0.48,0.5,0.7594958078733468,0.442520960633266,0.2660223580088171,om
0.6403834402436194,0.5287019136353087,0.48,0.5,0.7692331195127612,0.45755159290445047,0.2809439491130563,om
0.5800694117690973,0.8345738502691762,0.48,0.5,0.6790435828847063,0.42095641711529364,0.35542614973082387,om
0.7086862795623353,0.8731596681962874,0.48,0.5,0.6460476067771855,0.5344733886339521,0.32578710907161673,om
0.7750008423979269,0.7074953668114021,0.48,0.5,0.7975054755865247,0.41624726220673763,0.29,om
0.746338587474486,0.8302755377806534,0.48,0.5,0.6354987372363559,0.53,0.27098423757654183,om
0.7421335149685714,0.8701307904400006,0.48,0.5,0.6254713891828559,0.5385340598742856,0.2921335149685714,om
0.5496106668079374,0.8221134546032471,0.48,0.5,0.6998109089945881,0.40018909100541183,0.3678865453967529,om
0.6261205792526349,0.760814041308776,0.48,0.5,0.6965326897192946,0.42244721373859956,0.39122615177543574,om
0.7309402423507675,0.8827040990332834,0.48,0.5,0.5765889146539872,0.5201166280190191,0.2891763856682516,om
0.7380123135815352,0.8994320895947243,0.48,0.5,0.5745432832422053,0.5291481343920865,0.2888641791894486,om
0.7301090959568988,0.8386763949327726,0.48,0.5,0.6095636161724047,0.5023054686793167,0.27417455353103803,om
0.7322595743307959,0.8535574459847755,0.48,0.5,0.7944723444069185,0.5687021283460204,0.29,om
0.6648012850426072,0.6444038551278213,0.48,0.5,0.7440911734090793,0.3988924584516864,0.2682670950142024,om
0.6392776578745506,0.7039164868118258,0.48,0.5,0.6694830815365562,0.425772018386736,0.2809277657874551,om
0.7292358674035846,0.7340448342544807,0.48,0.5,0.7521345027634424,0.4973255359125462,0.33114619889462305,om
0.7033982979465274,0.7566713069961806,0.48,0.5,0.7234818238777769,0.49011136790833265,0.3099860790114584,om
0.676011617608907,0.7288469968879608,0.48,0.5,0.8066352476659706,0.4882233668308972,0.3584118808350734,om
0.7635997521883586,0.6308023542105928,0.48,0.5,0.8639993804708966,0.5428004956232827,0.23200123905820674,om
0.5528058968903654,0.7785063389852492,0.48,0.5,0.7409957740098339,0.39968353813421925,0.35637975423893686,om
0.6464876940608726,0.6758676908049663,0.48,0.5,0.6770869259571479,0.42413230919503364,0.27057846053664425,om
0.698939926900618,0.6173733820662547,0.48,0.5,0.7615665448343634,0.4273576721897816,0.2789556367770911,om
0.7151751992903567,0.7596887994193827,0.48,0.5,0.7274319993548697,0.5106615991613306,0.17933840083866942,om
0.671849015982384,0.5755470479471518,0.48,0.5,0.681849015982384,0.54,0.2863019680352321,om
0.74,0.8379634697780707,0.48,0.5,0.6630547953328939,0.5351697108518275,0.21762404807441582,om
0.6828130207782601,0.6292343275063221,0.48,0.5,0.7707952651715417,0.493210653364031,0.21758461180751076,om
0.6643420380276379,0.6295169835636493,0.48,0.5,0.7460522281658275,0.4969738859170863,0.3013159239447242,om
0.677241060529831,0.7931072736420286,0.48,0.5,0.8096516658281405,0.4637946973508452,0.2644821210596619,om
0.7052078357884829,0.7179869403525284,0.48,0.5,0.705558209128091,0.4331947761410114,0.34562350736544883,om
0.5216515734733789,0.8046323862115186,0.48,0.5,0.7220644668417237,0.3791742132633106,0.3828902535784131,om
0.657756821130348,0.8577396747824507,0.48,0.5,0.7344520650435098,0.4844177723477155,0.2722603252175493,om
0.6430716031981687,0.8008314228336998,0.48,0.5,0.7473441082186812,0.4959353506879123,0.3895842885831501,om
0.585705301262535,0.6102284680016911,0.48,0.5,0.7773443717892957,0.39304967305183053,0.3875728397909868,om
0.7484427096609687,0.7593442988046184,0.48,0.5,0.8295082241034638,0.5682787843621233,0.3012294397413404,om
0.6809017723201383,0.6130059077337942,0.48,0.5,0.6703005907733794,0.48334675074641326,0.34545088616006914,om
0.6294937520218816,0.5573221107187346,0.48,0.5,0.6694644221437469,0.5147615409500083,0.33788701845312247,om
0.6486721605727932,0.5179670365632413,0.48,0.5,0.6653113577088275,0.5121153720286556,0.3207051240095519,om
0.641706297108229,0.5597622173506259,0.48,0.5,0.6931748115670839,0.36583223927280917,0.27194407975760304,om
0.7164326270372312,0.7840345865285787,0.48,0.5,0.826081567593078,0.5732163135186156,0.29678368648138437,om
0.643861271666167,0.5468323700029982,0.48,0.5,0.6845549133353321,0.41108670498950617,0.28702890166316875,om
0.6650857643237289,0.5175428821618644,0.48,0.5,0.687657234593503,0.5387428529730226,0.3136570886492937,om
0.6637932626564191,0.7375888338309147,0.48,0.5,0.7151730506256763,0.54,0.35758652531283813,om
0.6370180871180319,0.6268372159377134,0.48,0.5,0.653509043559016,0.45561756626720706,0.29754521779507964,om
0.643698696363086,0.566711732732227,0.48,0.5,0.656849348181543,0.49904152636005833,0.31424674090771476,om
0.7291087283182757,0.8363235043128874,0.48,0.5,0.8577718207956893,0.5795543641591379,0.29044563584086214,om
0.5612260333878214,0.7883020876906204,0.48,0.5,0.7113208350762481,0.39084895615468984,0.37566041753812407,om
0.6357731448855832,0.5428312041101927,0.48,0.5,0.6665662408220385,0.5224900244745639,0.3354718673516988,om
0.5404866729188728,0.7690266541622546,0.48,0.5,0.7165855545135212,0.37146388628380306,0.35951332708112727,om
0.5363779941124037,0.8167000885005289,0.48,0.5,0.7088331858324519,0.391166814167548,0.37329991149947117,om
0.6650207301073252,0.6468516786292591,0.48,0.5,0.7290637956317078,0.3981275912634157,0.3074896349463374,om
0.5539599454303269,0.7316308951607842,0.48,0.5,0.7043261790321568,0.4217968559142485,0.36693848252679734,om
0.6744156250898921,0.733474219176987,0.48,0.5,0.8204546878146219,0.433246875269676,0.268603906272473,om
0.6453201844377873,0.5721280737751149,0.48,0.5,0.7074482582129021,0.3363842213253447,0.25467981556221275,om
0.6316726977724032,0.6699276267311615,0.48,0.5,0.658363488862016,0.39661841782077434,0.27665460445519363,om
0.6099613474462221,0.7126835996304448,0.8705024831991122,0.5,0.7525676419691113,0.525251241599556,0.4552512415995561,om
0.7141709488947179,0.6981134571817854,0.48,0.5,0.7876565759664848,0.4918275248612026,0.28697125414353375,om
0.6146222331541753,0.6905443925176671,0.8099109689957205,0.5,0.7444110919801932,0.4949554844978602,0.42495548449786025,om
0.6664433806068246,0.76,0.7696629472296748,0.5,0.7965773522427299,0.5811408825857567,0.42254970844332396,om
0.591068806820837,0.7655819957369769,0.9419472443354402,0.5,0.7644180042630231,0.566555617904697,0.5043704119364647,om
0.637740261154787,0.76,0.7546883024938843,0.5,0.8030227285104387,0.5239545429791227,0.40206168389129054,om
0.600061459689235,0.7599726845825623,0.9998224497866546,0.5,0.7700204865630783,0.5899351258835853,0.5199214681748665,om
0.7127846819977002,0.76,0.6090131024079727,0.5,0.8151138727990801,0.5749620424003066,0.3545824664033731,om
0.5770979975529738,0.7743137515293914,0.8511369840943298,0.5,0.7556862484706086,0.5298822435765562,0.4799214957177042,om
0.6644547120928707,0.7313534612920575,0.8137974983983736,0.5,0.7914849040309568,0.5219644705686365,0.43764120121466527,om
0.6289658648975021,0.76,0.8117218781662366,0.5,0.7953451317853143,0.5393097364293714,0.4294816721953061,om
0.6021063533076932,0.763610891384617,0.984352803999993,0.5,0.768796369538461,0.5872918314615372,0.5118754943846118,om
0.6641830414782153,0.8241830414782153,0.7616058459380575,0.5,0.6783099407454067,0.562492982223622,0.4145564318572177,om
0.6004895749087065,0.76,0.9983028069831507,0.5,0.7701958299634827,0.5899347233455058,0.5192819568005638,om
0.5617421241277503,0.7839111724201562,0.7513238068303765,0.5,0.7460888275798438,0.4895730758353443,0.4530487172235629,om
0.6125047318235448,0.7676952195837199,0.9499810727058206,0.5,0.7786571220316849,0.589038097552035,0.4978762436968053,om
0.650979464550887,0.8473933678015204,0.6212954061934116,0.5,0.7408688773994931,0.5244549741488597,0.3233649224465791,om
0.5957332597233005,0.7119922521227876,0.48,0.5,0.742274488153912,0.3844548976307824,0.3042667402766995,om
0.563733861617617,0.6774150188801114,0.48,0.5,0.77,0.3608616603732962,0.44310671701363036,om
0.6577415103829869,0.5254830207659739,0.48,0.5,0.6812891535532141,0.5109693360637991,0.3067754688510393,om
0.6880092931871785,0.5979628272512858,0.48,0.5,0.7620371727487142,0.39199070681282144,0.22791636131539306,om
0.6792679885344952,0.7456141662498198,0.48,0.5,0.7485359770689903,0.4490260630602765,0.23146402293100962,om
0.6721662033139477,0.7176974978953172,0.48,0.5,0.8321662033139476,0.45,0.2715667593372105,om
0.5831860214964716,0.6170665130810059,0.48,0.5,0.7766245775704205,0.38981059906689197,0.3936910906514263,om
0.6656535046675539,0.5494225077792565,0.48,0.5,0.7781154984441487,0.41434649533244605,0.23840424455452042,om
0.595999023707002,0.588911931034176,0.48,0.5,0.768363015086274,0.428363015086274,0.31090997844818,om
0.6330483583839287,0.5143868670714291,0.48,0.5,0.7625647745446422,0.4134196993928563,0.27390328323214275,om
0.675463703781618,0.6594556231860307,0.48,0.5,0.699072592436764,0.4830645118411767,0.2841330639801471,om
0.7133747435400175,0.7021255984066256,0.48,0.5,0.691249145133392,0.43562457256669596,0.3510006838932865,om
0.6657724820750162,0.7332776410131494,0.48,0.5,0.6893110564052598,0.41836117949342533,0.36465552820262986,om
0.7007778585279042,0.7253702357868264,0.48,0.5,0.7291847545178445,0.43614809431473056,0.3323335755837125,om
0.7286728036440027,0.8282610897453503,0.48,0.5,0.6115330533053235,0.49224267881334227,0.3164301248306604,om
0.577416677324101,0.7797806961452101,0.48,0.5,0.707912278458084,0.395109651927395,0.373956139229042,om
0.7490580486626784,0.6188645531204168,0.48,0.5,0.8101934955422616,0.49509674777113083,0.25584520356619067,om
0.6562956407218866,0.6584452311337361,0.48,0.5,0.6920730251550185,0.4047408718556227,0.2905182562887546,om
0.671137477590731,0.851563060231727,0.48,0.5,0.73,0.4886252240926908,0.2556873879536546,om
0.6796244755495606,0.6393881112609864,0.48,0.5,0.73,0.4037552445043946,0.2981223777478027,om
0.6405424701011907,0.6941184860855651,0.7364739443422607,0.5,0.7497287649494047,0.4937116335096722,0.40850820722172565,om
0.6555670611115375,0.6718850380945072,0.48,0.5,0.6532107634934035,0.3755670611115375,0.3104712595236268,om
0.7245200062151297,0.41903142723961506,0.48,0.5,0.6480628544792302,0.7738742910415397,0.7935514334547448,imU
0.7371400020309089,0.425713334010303,0.48,0.5,0.5928666598969704,0.758573331979394,0.7585766629433337,imU
0.7281504118972179,0.28959340964451474,0.48,0.5,0.5847967048222573,0.7536991762055644,0.7818495881027822,imU
0.7877573423639941,0.4256986034520418,0.48,0.5,0.6431800677299552,0.8066360135459911,0.8199080406379731,imU
0.7715192333477625,0.3989115400086575,0.48,0.5,0.6581519233347762,0.8044557700043288,0.8244557700043287,imU
0.8079843910279781,0.4315656602615519,0.48,0.5,0.6323875128223825,0.7577984391027979,0.7877984391027979,imU
0.8389242403833668,0.48223106009584166,0.48,0.5,0.6410757596166332,0.76,0.79,imU
0.6773540448075279,0.3920621344225837,0.48,0.5,0.5583851120188197,0.6767702240376394,0.7130932016338756,imU
0.6929279392038721,0.4175562583835433,0.48,0.5,0.5885360303980639,0.740731984800968,0.770731984800968,imU
0.8009971797041688,0.4392497649753474,0.48,0.5,0.43275399541909426,0.6752516451725683,0.6867521152218735,imU
0.8500194000135334,0.3857226000058,0.48,0.5,0.5714646000251333,0.8800194000135334,0.8714840000386668,imU
0.745793406645278,0.3445276923258473,0.48,0.5,0.4997859340192498,0.8045276923258473,0.7154723076741527,imU
0.7258909080736395,0.3840409094723852,0.48,0.5,0.4680136364907951,0.7999659087730123,0.7400681824539753,imU
0.6602758680925462,0.4455957135658174,0.6946777537650894,0.5,0.5658715816583637,0.745229489950182,0.7693579082918184,imU
0.8470858634654854,0.44926375727197404,0.48,0.5,0.5998159393179935,0.7625460151705016,0.79,imU
0.6009708055621448,0.5075654102503279,0.7780583888757104,0.5,0.5941448632498907,0.7057318920937636,0.74,imU
0.8252205668404798,0.3989309872463384,0.48,0.5,0.5705656306087878,0.717358592347803,0.7457861974492677,imU
0.7285655857281871,0.37688963315879703,0.48,0.5,0.6384689704091562,0.7030620591816875,0.7422965443862657,imU
0.6399060786535262,0.3399060786535262,0.48,0.5,0.5776174016830923,0.6813791418514015,0.7138556615147831,imU
0.6333448398431267,0.2991252294406583,0.48,0.5,0.624030848478848,0.7545626147203292,0.7745626147203292,imU
0.6215287972195699,0.3148911556996604,0.48,0.5,0.6084712027804301,0.7466811792400453,0.7550653065802038,imU
