mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7431232574827027,0.5504532781692382,1.0,0.5,0.4115367838903687,0.5448866804576905,0.09551690800958257,omL
0.6989523991851954,0.4666285604888828,1.0,0.5,0.5244190403259219,0.5833714395111171,0.3132571209777656,omL
0.7026557244195015,0.46440656534829905,1.0,0.5,0.5229377102321994,0.585593434651701,0.30881313069659805,omL
0.6643456110018608,0.5160736660111647,1.0,0.5,0.5921473320223293,0.5686912220037216,0.27308777996278455,omL
0.6933889630644374,0.5142828822286818,1.0,0.5,0.4883988752640513,0.5539292794428297,0.2537623902495173,omL
0.6731863651430896,0.49,1.0,0.5,0.5927454605723582,0.5534068174284553,0.30725453942764186,omL
0.6777184636417531,0.49,1.0,0.5,0.6108738545670125,0.5511407681791235,0.28912614543298754,omL
0.6946654416775747,0.46920073499345516,1.0,0.5,0.5261338233289702,0.5807992650065448,0.3184014699869103,omL
0.6659849208120862,0.5259095248725167,1.0,0.5,0.6118190497450334,0.5719698416241722,0.24030158375827768,omL
0.7060435223477963,0.46237388659132217,1.0,0.5,0.5215825910608815,0.5876261134086778,0.30474777318264434,omL
0.6683605273340553,0.5401631640043311,1.0,0.5,0.6403263280086622,0.5767210546681103,0.19278945331889644,omL
0.6657569716055344,0.5245418296332063,1.0,0.5,0.6090836592664126,0.5715139432110687,0.24486056788931237,omL
0.6695426682613623,0.49,1.0,0.5,0.5781706730454491,0.555228665869319,0.32182932695455085,omL
0.6680950226995335,0.5385701361972004,1.0,0.5,0.6371402723944007,0.5761900453990667,0.1980995460093322,omL
0.6705738538516881,0.49,1.0,0.5,0.5822954154067523,0.554713073074156,0.31770458459324763,omL
0.6699491674013917,0.54969500440835,1.0,0.5,0.6593900088166998,0.5798983348027833,0.16101665197216697,omL
0.6663345604767321,0.5280073628603923,1.0,0.5,0.6160147257207845,0.5726691209534641,0.23330879046535913,omL
0.7294551808965806,0.5405128588338768,1.0,0.5,0.43266017497801185,0.5473717852915309,0.13900624260178907,omL
0.6711031811009168,0.49,1.0,0.5,0.584412724403667,0.5544484094495417,0.31558727559633304,omL
0.6822777569293043,0.47663334584241746,1.0,0.5,0.5310888972282783,0.5733666541575826,0.3332666916848349,omL
0.6794483132839308,0.49,1.0,0.5,0.6177932531357232,0.5502758433580346,0.28220674686427677,omL
0.674062503571259,0.49,1.0,0.5,0.5962500142850355,0.5529687482143706,0.3037499857149644,omL
0.6602422517649389,0.4914535105896334,1.0,0.5,0.5429070211792668,0.5604845035298779,0.355154964701222,omL
0.7331706714496872,0.5432150337815906,1.0,0.5,0.4269180532141199,0.5466962415546024,0.12718422720554096,omL
0.6642465000209787,0.5154790001258726,1.0,0.5,0.590958000251745,0.5684930000419575,0.27506999958042494,omL
0.6996189402253358,0.5188137747093351,1.0,0.5,0.4787707287426629,0.5527965563226662,0.2339397356466589,omL
0.6719730289923332,0.4828161826046001,1.0,0.5,0.5352107884030668,0.5671838173953999,0.34563236520920015,omL
0.669176248438227,0.49,1.0,0.5,0.5767049937529078,0.5554118757808866,0.32329500624709223,omL
0.6968906829848248,0.5168295876253272,1.0,0.5,0.48298712629617985,0.5532926030936682,0.24262055413919376,omL
0.6606168092575009,0.49,1.0,0.5,0.5424672370300033,0.5596915953712497,0.3575327629699967,omL
0.6682583904576829,0.5395503427460971,1.0,0.5,0.6391006854921943,0.5765167809153657,0.1948321908463429,omL
0.6611636058735015,0.496981635241009,1.0,0.5,0.5539632704820181,0.5623272117470031,0.33672788252997,omL
0.6776135626207198,0.49,1.0,0.5,0.610454250482879,0.5511932186896401,0.2895457495171209,omL
0.7035611291792507,0.5216808212212732,1.0,0.5,0.4726782549047944,0.5520797946946817,0.22139640715692968,omL
0.679606849388209,0.49,1.0,0.5,0.6184273975528358,0.5501965753058956,0.28157260244716414,omL
0.6615543535015018,0.49932612100901097,1.0,0.5,0.558652242018022,0.5631087070030036,0.32891292996996346,omL
0.6830462751363099,0.5067609273718617,1.0,0.5,0.5043830293347938,0.5558097681570346,0.2866709427481049,omL
0.6643197357978845,0.5159184147873072,1.0,0.5,0.5918368295746143,0.568639471595769,0.27360528404230966,omL
0.6683778177773576,0.5402669066641453,1.0,0.5,0.6405338133282905,0.5767556355547151,0.19244364445284914,omL
0.6650618447420275,0.5203710684521644,1.0,0.5,0.6007421369043288,0.5701236894840548,0.2587631051594521,omL
0.6710076396812552,0.49,1.0,0.5,0.5840305587250209,0.5544961801593724,0.31596944127497917,omL
0.738201888761656,0.5468741009175679,1.0,0.5,0.41914253555016806,0.545781474770608,0.11117580848564007,omL
0.6937085580575221,0.4697748651654868,1.0,0.5,0.5265165767769912,0.5802251348345132,0.3195497303309735,omL
0.6691162668744528,0.5446976012467166,1.0,0.5,0.6493952024934332,0.5782325337489055,0.17767466251094471,omL
0.6620598047889487,0.5023588287336916,1.0,0.5,0.5647176574673833,0.5641196095778973,0.3188039042210277,omL
0.6733917067339091,0.49,1.0,0.5,0.5935668269356363,0.5533041466330455,0.3064331730643637,omL
0.66236929659742,0.488578422041548,1.0,0.5,0.539052281361032,0.561421577958452,0.357156844083096,omL
0.6949514423084096,0.4690291346149542,1.0,0.5,0.5260194230766362,0.5809708653850457,0.31805826922990843,omL
0.6689377776751904,0.4846373333948858,1.0,0.5,0.5364248889299239,0.5653626666051143,0.34927466678977154,omL
0.6658484464283225,0.49,1.0,0.5,0.56339378571329,0.5570757767858389,0.33660621428671006,omL
0.6691146084036792,0.49,1.0,0.5,0.5764584336147168,0.5554426957981604,0.32354156638528314,omL
0.6765424091192499,0.49,1.0,0.5,0.6061696364769993,0.5517287954403751,0.29383036352300074,omL
0.6662322356652827,0.49,1.0,0.5,0.5649289426611304,0.5568838821673587,0.33507105733886966,omL
0.6800264046129828,0.47798415723221027,1.0,0.5,0.5319894381548069,0.5720158427677897,0.33596831446442055,omL
0.6727690335645145,0.49,1.0,0.5,0.5910761342580576,0.5536154832177429,0.3089238657419424,omL
0.6732492189281128,0.48205046864313233,1.0,0.5,0.5347003124287549,0.5679495313568677,0.3441009372862646,omL
0.701054967055138,0.5198581578582822,1.0,0.5,0.47655141455115047,0.5525354605354295,0.2293705593700156,omL
0.6937589478240965,0.5145519620538883,1.0,0.5,0.4878270806354873,0.553862009486528,0.25258516601423847,omL
0.6632141516575389,0.5092849099452337,1.0,0.5,0.5785698198904673,0.5664283033150779,0.2957169668492212,omL
0.6632149631721346,0.49,1.0,0.5,0.5528598526885383,0.5583925184139328,0.34714014731146176,omL
0.6699462039089797,0.4972336028428943,1.0,0.5,0.5246285939588496,0.5581915992892764,0.32835298756233733,omL
0.6614988206802233,0.49,1.0,0.5,0.5459952827208931,0.5592505896598884,0.3540047172791069,omL
0.6644910095180636,0.5169460571083815,1.0,0.5,0.593892114216763,0.5689820190361272,0.27017980963872834,omL
0.7449021054851194,0.5517469858073595,1.0,0.5,0.408787655159361,0.5445632535481602,0.08985693709280201,omL
0.666980447535751,0.5318826852145059,1.0,0.5,0.6237653704290117,0.5739608950715019,0.22039104928498054,omL
0.6717420501031428,0.4829547699381143,1.0,0.5,0.5353031799587429,0.5670452300618857,0.34590953987622863,omL
0.6721723548896188,0.49,1.0,0.5,0.5886894195584748,0.5539138225551907,0.3113105804415252,omL
0.6648623896043322,0.49,1.0,0.5,0.5594495584173288,0.5575688051978339,0.3405504415826712,omL
0.7519038703142977,0.5568391784103983,1.0,0.5,0.39796674587790354,0.5432902053974005,0.06757859445450731,omL
0.6602837690394623,0.49,1.0,0.5,0.5411350761578492,0.5598581154802689,0.35886492384215085,omL
0.6624427556859769,0.5046565341158613,1.0,0.5,0.5693130682317226,0.5648855113719538,0.3111448862804624,omL
0.6685278787859599,0.49,1.0,0.5,0.5741115151438393,0.5557360606070202,0.32588848485616073,omL
0.6634355064682695,0.49,1.0,0.5,0.5537420258730781,0.5582822467658652,0.3462579741269219,omL
0.6602987580379924,0.4917925482279545,1.0,0.5,0.543585096455909,0.5605975160759848,0.3540248392401516,omL
0.6659980232018989,0.5259881392113931,1.0,0.5,0.6119762784227862,0.5719960464037978,0.24003953596202293,omL
0.6696771084033857,0.5480626504203139,1.0,0.5,0.6561253008406278,0.5793542168067712,0.16645783193228714,omL
0.750107252961568,0.555532547608413,1.0,0.5,0.40074333633212234,0.5436168630978968,0.07329510421319302,omL
0.6725591436418564,0.49,1.0,0.5,0.5902365745674255,0.5537204281790719,0.30976342543257446,omL
0.7396357967421643,0.5479169430852103,1.0,0.5,0.41692649594392794,0.5455207642286974,0.10661337400220466,omL
0.663377551488576,0.5102653089314559,1.0,0.5,0.5805306178629119,0.566755102977152,0.2924489702284802,omL
0.6903916779775737,0.5121030385291445,1.0,0.5,0.49303104312556795,0.554474240367714,0.2632992064349928,omL
0.6647870791653019,0.5187224749918113,1.0,0.5,0.5974449499836226,0.5695741583306038,0.26425841669396233,omL
0.6791387027838542,0.4785167783296875,1.0,0.5,0.5323445188864583,0.5714832216703125,0.3370335566593749,omL
0.663845906190378,0.49,1.0,0.5,0.5553836247615118,0.5580770469048111,0.3446163752384882,omL
0.6899274852893617,0.472043508826383,1.0,0.5,0.5280290058842554,0.577956491173617,0.324087017652766,omL
0.7231032797459286,0.5358932943606753,1.0,0.5,0.44247674948356497,0.5485266764098312,0.1592168371720455,omL
0.6728718066266541,0.49,1.0,0.5,0.5914872265066164,0.553564096686673,0.3085127734933836,omL
0.7360482882665391,0.5453078460120284,1.0,0.5,0.4224708272244395,0.546173038496993,0.11802817369737548,omL
0.6672586971761962,0.533552183057177,1.0,0.5,0.627104366114354,0.5745173943523924,0.2148260564760766,omL
0.6821479505401107,0.4767112296759336,1.0,0.5,0.5311408197839558,0.5732887703240664,0.3334224593518672,omL
0.6791223606093719,0.49,1.0,0.5,0.6164894424374873,0.5504388196953142,0.28351055756251275,omL
0.6602234195787408,0.49134051747244445,1.0,0.5,0.542681034944889,0.5604468391574815,0.35553160842518516,omL
0.6627557062751462,0.506534237650877,1.0,0.5,0.5730684753017541,0.5655114125502924,0.3048858744970766,omL
0.6729836142275062,0.4822098314634963,1.0,0.5,0.5348065543089976,0.5677901685365038,0.34441966292699255,omL
0.7039375716601222,0.5219545975709979,1.0,0.5,0.4720964801616294,0.5520113506072506,0.22019863562688405,omL
0.6896632042955072,0.4722020774226957,1.0,0.5,0.5281347182817971,0.5777979225773043,0.3244041548453914,omL
0.6725086691518182,0.49,1.0,0.5,0.5900346766072726,0.553745665424091,0.3099653233927275,omL
0.6603531787760066,0.49211907265603955,1.0,0.5,0.5442381453120791,0.5607063575520133,0.3529364244798682,omL
0.6641143080738343,0.4875314151556994,1.0,0.5,0.5383542767704663,0.5624685848443006,0.35506283031139885,omL
0.6654323950181763,0.5225943701090574,1.0,0.5,0.6051887402181149,0.5708647900363525,0.2513520996364753,omL
0.7078688852929733,0.524813734758526,1.0,0.5,0.46602081363813225,0.5512965663103685,0.20768991043144872,omL
0.666378120133908,0.4861731279196552,1.0,0.5,0.5374487519464368,0.5638268720803448,0.35234625583931045,omL
0.6741162430379164,0.49,1.0,0.5,0.5964649721516653,0.5529418784810419,0.3035350278483347,omL
0.6647543466352154,0.5185260798112922,1.0,0.5,0.5970521596225843,0.5695086932704307,0.2649130672956929,omL
0.6616423819220395,0.49,1.0,0.5,0.5465695276881579,0.5591788090389803,0.35343047231184216,omL
0.6643668378608442,0.5162010271650651,1.0,0.5,0.5924020543301302,0.5687336757216883,0.2726632427831165,omL
0.691576453717373,0.4710541277695762,1.0,0.5,0.5273694185130509,0.5789458722304238,0.3221082555391524,omL
0.6629449011741895,0.49,1.0,0.5,0.5517796046967577,0.5585275494129054,0.3482203953032423,omL
0.6743450948590678,0.49,1.0,0.5,0.5973803794362712,0.5528274525704662,0.3026196205637288,omL
0.7081604057360582,0.46110375655836505,1.0,0.5,0.5207358377055767,0.5888962434416349,0.30220751311673005,omL
0.7659367050872898,0.5670448764271199,1.0,0.5,0.3762796375923702,0.54073878089322,0.02292866563135043,omL
0.6609102058952057,0.4906619679237859,1.0,0.5,0.5385933181619549,0.5598345080190535,0.3571038903334365,omL
0.6934655699399779,0.46992065803601324,1.0,0.5,0.5266137720240088,0.5800793419639868,0.3198413160720265,omL
0.714788459471897,0.5298461523431978,1.0,0.5,0.4553269262707047,0.5500384619142006,0.18567308349850964,omL
0.7766019829486047,0.6986890937826741,0.48,0.5,0.8079128891659306,0.4110435554170347,0.29,om
0.6530555434240338,0.68,0.48,0.5,0.7953787845701911,0.37691918971346067,0.38232324114615723,om
0.6522248432426344,0.7081839626530645,0.48,0.5,0.6702044029478494,0.4362657238322043,0.25373427616779576,om
0.6887305451387294,0.8021219498103017,0.48,0.5,0.6072868762627421,0.4740696856058867,0.28533914046715725,om
0.6915905271895132,0.6372081195518458,0.48,0.5,0.7511844375256288,0.46279188044815417,0.2448054130345639,om
0.6836561457259883,0.7339004828667177,0.48,0.5,0.6987783142963531,0.473411808585259,0.21658819141474106,om
0.63,0.5244192533612424,0.48,0.5,0.7659065226471303,0.4431161493277515,0.28,om
0.6639957299044976,0.8514797170463635,0.48,0.5,0.7179914598089951,0.4864903922851196,0.25450320257162684,om
0.67,0.843946926865272,0.48,0.5,0.739013268283682,0.536053073134728,0.35815921940418394,om
0.6945848594282025,0.844878772245425,0.48,0.5,0.737024245550915,0.51404849110183,0.214878772245425,om
0.6839831247013282,0.6772446918307413,0.48,0.5,0.7579662494026563,0.423092814142695,0.22203375059734362,om
0.7297750334551973,0.8401499776965351,0.48,0.5,0.8595125724862609,0.5797000446069298,0.2898500223034649,om
0.6154062605572098,0.8545229215933646,0.48,0.5,0.7263604173704806,0.45632500844576784,0.29731457418375146,om
0.6712695072384984,0.6810718043566892,0.48,0.5,0.6516857354890275,0.40658688404812304,0.28021852536872005,om
0.6249921460144708,0.7200157079710583,0.48,0.5,0.5587244745470302,0.34124410951085316,0.3075117809782938,om
0.6296907802646518,0.752812968609236,0.48,0.5,0.6028279641047867,0.36375562331083156,0.3131221883445843,om
0.7338259424519007,0.7588447101751358,0.48,0.5,0.7930307256043445,0.5422730442032584,0.3034658694745927,om
0.6839548899494394,0.8054661674620796,0.48,0.5,0.7257017623525318,0.4840726873946656,0.3053483700168535,om
0.6491005156643809,0.7343597937342476,0.48,0.5,0.5764708766294476,0.36910051566438096,0.3417301546993143,om
0.6840032062232493,0.8055024046674369,0.48,0.5,0.7258426848178106,0.48417334629843606,0.3053322645922502,om
0.6258439906847688,0.7228388731118249,0.48,0.5,0.5597953992949876,0.3458439906847688,0.32320971827795625,om
0.6630725304279449,0.8296087956419173,0.48,0.5,0.7134446999737886,0.515753856497807,0.3653816869519632,om
0.6035418957951736,0.740958654113243,0.48,0.5,0.5435821418650975,0.3338748625228959,0.34549945009158345,om
0.6315475299203427,0.7069049401593145,0.48,0.5,0.5800294722411139,0.34616064744025704,0.2976787051194859,om
0.5672440152784831,0.7785039898143447,0.48,0.5,0.609763964350206,0.35375332484528715,0.35375332484528715,om
0.6764006125205979,0.6752993109143273,0.48,0.5,0.6635514164538827,0.41300076565074745,0.2760495023270142,om
0.6753533548131376,0.7275795489241101,0.48,0.5,0.7346466451868624,0.46505303261607345,0.3325265163080367,om
0.6598132601392435,0.6719187922975167,0.48,0.5,0.6992530405569738,0.54,0.3496265202784869,om
0.6724832720419852,0.7878512871183112,0.48,0.5,0.7375167279580148,0.5052341914122075,0.3526170957061037,om
0.7427073172763065,0.7672926827236936,0.48,0.5,0.8217957319358447,0.5672652439786149,0.3063810973832318,om
0.638735300938408,0.5664338832110696,0.48,0.5,0.7790808738269901,0.4696544271114179,0.29965442711141793,om
0.6956210425622097,0.815276535800582,0.48,0.5,0.602275605409302,0.4815865918860469,0.2859655493238372,om
0.7059418941870421,0.7524148748105158,0.48,0.5,0.6040581058129579,0.5337842339792176,0.3051369359168702,om
0.7121488991557401,0.7961913513986678,0.48,0.5,0.6257022016885198,0.5097446539314474,0.2874680817414309,om
0.7189344772367416,0.8756936275808558,0.48,0.5,0.5602774510323423,0.497591503441141,0.2964816993117718,om
0.6687312399898926,0.8177668153729529,0.48,0.5,0.5371067261491812,0.420355753830604,0.3119288492338792,om
0.7224496753328252,0.8345851535132578,0.48,0.5,0.6051006493343495,0.517236127514782,0.28840451593934774,om
0.7379116183333199,0.8870520336665831,0.48,0.5,0.5783535266667205,0.5241525313332956,0.28665858933331173,om
0.6173659519007964,0.7773659519007964,0.9354978929398994,0.5,0.7451914972845767,0.582557449185373,0.4914702218772632,om
0.6638875843270322,0.6163082688553017,0.48,0.5,0.7222248313459357,0.4746455158742052,0.28308068948427567,om
0.74,0.8772235071189975,0.48,0.5,0.6041647393215037,0.5318980410734169,0.26342742497216376,om
0.7315260074661519,0.8491560447969114,0.48,0.5,0.8157457834815947,0.5723699626692405,0.29,om
0.6860355298223815,0.8129449414291579,0.655857880710474,0.5,0.8295630591078026,0.5833818823213552,0.3677832933911712,om
0.7236271029303706,0.835220327197778,0.48,0.5,0.8414123835469144,0.5667231311049388,0.29212429902320974,om
0.7154332739786953,0.7453162808615195,0.48,0.5,0.7288994658082577,0.47074955484021475,0.3409835410745664,om
0.7130992410783694,0.6914700191455431,0.48,0.5,0.7772846301119561,0.48038387119032555,0.3,om
0.7210534702664613,0.7238168378330765,0.48,0.5,0.7214505134992297,0.4686871459326144,0.34341979460030814,om
0.7479172587002898,0.7891583781959431,0.48,0.5,0.7758487262075341,0.561669034801159,0.29791725870028973,om
0.6728431657350034,0.57,0.48,0.5,0.7454751525561585,0.3805279472846206,0.24484161581461383,om
0.6835058101610614,0.6276627932259591,0.48,0.5,0.7358430169351021,0.4050639480104219,0.2961046553765986,om
0.6715279167258981,0.6215806150483392,0.48,0.5,0.8284193849516609,0.4502845040162031,0.3172286705644072,om
0.7489507762030096,0.7173445665789321,0.48,0.5,0.7887866968797087,0.5370164079323302,0.1649179603383495,om
0.6973167149410039,0.7657722383136679,0.48,0.5,0.8140249275884942,0.4759750724115058,0.23536657011799234,om
0.7396942060925731,0.7792864808826705,0.48,0.5,0.7492864808826705,0.5388787556727679,0.1521405573519886,om
0.6370050984702343,0.7940447592995136,0.48,0.5,0.7359552407004865,0.46509461706926136,0.25767648796293685,om
0.7287435000718474,0.7707901364224207,0.48,0.5,0.739766818247134,0.5266968637212742,0.16330313627872578,om
0.6467458942776656,0.5804278290993942,0.48,0.5,0.8067458942776656,0.45,0.27665082114446693,om
0.7691883495683107,0.5717134842446772,0.48,0.5,0.8796392664748048,0.5292785329496096,0.20063128366909164,om
0.7013091200326185,0.7940945920521895,0.48,0.5,0.8485236480130474,0.5054037120848079,0.27852364801304735,om
0.6293576886051687,0.6436697821591973,0.48,0.5,0.8063302178408027,0.4161467002994223,0.3674313230890849,om
0.6170268243365349,0.5722826651421008,0.48,0.5,0.700300548033124,0.4740536486730698,0.3739642342179535,om
0.6666818675722885,0.6061433224499541,0.48,0.5,0.77,0.38461889251668196,0.2530488598665443,om
0.6310081087727498,0.582363850437469,0.48,0.5,0.7078679048238439,0.33337195921021884,0.2813557416647192,om
0.5926750355182164,0.684667862216888,0.48,0.5,0.7139856533973433,0.38333931108444025,0.3706463423129031,om
0.6667363789259302,0.6494698243827512,0.48,0.5,0.7604182735555809,0.48979086322220955,0.2965272421481397,om
0.6892250138584357,0.6799750600532216,0.48,0.5,0.6207749861415642,0.5356416651268405,0.31256666050736187,om
0.6611405989502788,0.5559549706698997,0.48,0.5,0.6878514973756968,0.5455702994751394,0.32442970052486064,om
0.6568651636736995,0.6232752006160409,0.48,0.5,0.6874606546947978,0.54,0.3437303273473989,om
0.7270148649086622,0.8437310812708694,0.48,0.5,0.5829851350913378,0.5314427927879265,0.2957711711517057,om
0.6321217882300247,0.4921217882300247,0.48,0.5,0.7762083765048391,0.45954804703511143,0.2853044705750619,om
0.6301519244645011,0.49015192446450107,0.48,0.5,0.789012490980743,0.45068366009025485,0.2803798111612527,om
0.6385808590707645,0.6127722683631202,0.48,0.5,0.6542904295353822,0.46577558395996876,0.3014521476769111,om
0.7232174711432746,0.8272757082875235,0.48,0.5,0.5867825288567253,0.531864725428525,0.29745890171410017,om
0.7241553504453573,0.8158908205870988,0.48,0.5,0.8453883761133932,0.5770776752226786,0.29292232477732133,om
0.61336834033792,0.7297899579724799,0.48,0.5,0.5226312762672001,0.3476837867740801,0.33,om
0.5650766672878126,0.8190153334575625,0.48,0.5,0.7260102223050416,0.4280817784403334,0.37699488884747917,om
0.702148010369468,0.8360211443384954,0.48,0.5,0.8414320069129786,0.5534742955899694,0.3019365669845137,om
0.5202909981178357,0.8101357991216568,0.48,0.5,0.7200193998745223,0.3802327984942686,0.379747801631209,om
0.5315915772614864,0.8084193303734337,0.48,0.5,0.7215806696265663,0.38843023800835375,0.3678815328629915,om
0.5955137727728196,0.7122762940587041,0.48,0.5,0.7422099331684764,0.3844419866336953,0.30448622722718044,om
0.544695748320002,0.797652125839999,0.48,0.5,0.7304482012123085,0.38189967294769245,0.3714514717353839,om
0.636516271179634,0.611804745844391,0.48,0.5,0.6825813558981704,0.3578698305629274,0.2669674576407319,om
0.6416901032825735,0.5598593803045594,0.48,0.5,0.6932395868697062,0.3654921689340421,0.271830722978014,om
0.6458228659143181,0.5350628045140909,0.48,0.5,0.6767085363427273,0.45228018420068156,0.3007600614002272,om
0.6660664563011216,0.6090996844516824,0.48,0.5,0.7195498422258412,0.3756162985269628,0.2860664563011216,om
0.6406471919718805,0.5661168481687172,0.48,0.5,0.6974112321124781,0.34359103140948977,0.26453034380316326,om
0.6372608770277586,0.5480870162220685,0.48,0.5,0.7246521067501729,0.3628694756668972,0.2654782459444829,om
0.6411652932613392,0.76,0.7324255938012949,0.5,0.8060196316036718,0.5179607367926563,0.3913584585583149,om
0.6723646432136333,0.6791218693494686,0.778649326640651,0.5,0.8168241809029392,0.5644595376893059,0.3837842010096314,om
0.7139189704308787,0.6326787977537238,0.6515419727996652,0.5,0.8437122749846862,0.5497933045538075,0.3055642909536402,om
0.6026050210835471,0.7573949789164529,0.8645389036555524,0.5,0.7022694518277762,0.5222694518277762,0.47050459941260575,om
0.6417191885282951,0.7133726716448466,0.8723883645016856,0.5,0.7969947690477204,0.5752755805194253,0.44146976277026806,om
0.6044649820500019,0.7555350179499981,0.767820933399904,0.5,0.653910466699952,0.473910466699952,0.43516534104996496,om
0.6636655415846036,0.7310611174615438,0.699035621600056,0.5,0.7179100114307789,0.4973955758769403,0.4273955758769403,om
0.6085496858816428,0.76,0.9444270417693214,0.5,0.7774809751464375,0.5750380497071249,0.49328223161986606,om
0.6111721278390108,0.76,0.9273811690464301,0.5,0.7797756118591345,0.5704487762817312,0.4850871005030914,om
0.6266348645526016,0.7904398452029733,0.8021410061806733,0.5,0.758585058048885,0.5709750967481416,0.462925290244425,om
0.6197351465500847,0.7797351465500847,0.9266980270996856,0.5,0.7418069334998791,0.5815420800499637,0.487577973524861,om
0.6607695826530943,0.8641764274053045,0.5485688145770138,0.5,0.7352745241982318,0.5118676794460216,0.2856030383380649,om
0.6261588917696115,0.5245699740734961,0.5465792093267334,0.5,0.7874392611797411,0.46792517174181286,0.31072886584310777,om
0.6054539564702602,0.76,0.9810929509030977,0.5,0.7721815825881041,0.5892728058039652,0.5120008638436182,om
0.6739926111879632,0.5835970444751852,0.48,0.5,0.7475896556631485,0.37079113342555586,0.22600738881203677,om
0.6914995722934302,0.5989974337605815,0.48,0.5,0.7632519246795639,0.3929991445868605,0.22124679220072685,om
0.5395488063722897,0.7847015446946839,0.48,0.5,0.7257496489330264,0.3811499297866053,0.3604511936277103,om
0.7283144675106237,0.827549698565867,0.48,0.5,0.6167421299575051,0.4972805090297464,0.27130314801699795,om
0.6862910381862092,0.6437799462999666,0.48,0.5,0.7625820763724184,0.4103992899758494,0.2174179236275816,om
0.6441990322334232,0.513665053722372,0.48,0.5,0.7852669892555256,0.4358009677665768,0.26343446239433954,om
0.6473866140006641,0.5378131885018261,0.48,0.5,0.7660934057490869,0.445653346499834,0.2973866140006641,om
0.6381739065467081,0.5341390953522241,0.48,0.5,0.7981739065467082,0.45,0.2783652186906584,om
0.63,0.6347484370400983,0.48,0.5,0.6886760940719312,0.42105031259198034,0.28,om
0.5726819770731261,0.6567433394236334,0.48,0.5,0.7535248945010802,0.4135248945010802,0.33210729356988544,om
0.63,0.6230893025899529,0.48,0.5,0.696837488187033,0.4233821394820094,0.28,om
0.7001729490095462,0.7263784183174231,0.48,0.5,0.7324109386157539,0.43655136732696925,0.33051884702863843,om
0.718581356040888,0.7300231640954055,0.48,0.5,0.7000231640954054,0.4614649721499229,0.29993050771378366,om
0.6987872304303694,0.6726241014345646,0.48,0.5,0.6762624101434566,0.45055674421098946,0.3543936152151847,om
0.654629144745227,0.6961572861863067,0.48,0.5,0.6592359292794602,0.41615728618630676,0.30462914474522707,om
0.6577519747078945,0.6055039494157889,0.48,0.5,0.6949280072263159,0.35535996386842067,0.28535996386842066,om
0.7255757260913559,0.8086462652452541,0.48,0.5,0.622889004331695,0.48191908697118635,0.3236566391201695,om
0.6734081382499956,0.7947965437501124,0.48,0.5,0.73,0.465918617500045,0.2670406912499775,om
0.7017448028428884,0.6155034647714077,0.48,0.5,0.7662413380714806,0.4314091596619499,0.27583910795234623,om
0.6816587298676083,0.6233650805295666,0.48,0.5,0.7366349194704334,0.3983412701323917,0.28507143119152484,om
0.736235242748038,0.5925098381679746,0.48,0.5,0.8237254045800633,0.4812286839693882,0.23751639694662446,om
0.6354306538752291,0.5052058308506415,0.48,0.5,0.7834832153497251,0.4445693461247709,0.2821722615500917,om
0.685041303513431,0.3850413035134309,0.48,0.5,0.573090867729548,0.6791073891349203,0.713090867729548,imU
0.8077859065070881,0.43950797922379736,0.48,0.5,0.4256582389263305,0.6724601038810133,0.6827061142691147,imU
0.729691120581649,0.41792333130393233,0.48,0.5,0.6458466626078647,0.7783066747842706,0.7976144518855814,imU
0.6871190061314617,0.43743493169827685,0.48,0.5,0.6668587329245692,0.6728253415086156,0.7134015402823233,imU
0.773685674468198,0.4187846368248165,0.48,0.5,0.6449406225860289,0.7961955707038598,0.8187054669395216,imU
0.7838684208016324,0.45483732043725406,0.48,0.5,0.65,0.7641937799271243,0.79,imU
0.7996837283619331,0.5254744074571003,0.48,0.5,0.5363139813572493,0.6842093209048329,0.7066302529953162,imU
0.7348782575336201,0.38512174246637987,0.48,0.5,0.6273985479446834,0.7100811616442532,0.7475608712331899,imU
0.6639443325899945,0.4702678496336447,0.48,0.5,0.59,0.7376313029627267,0.7676313029627267,imU
0.6543707673176459,0.4850633596000017,0.48,0.5,0.59,0.7367609788470587,0.7667609788470587,imU
0.6950441799173346,0.42646907405786577,0.48,0.5,0.583442566107465,0.7440353439338676,0.7664690740578658,imU
0.776409475680794,0.37553202779337835,0.48,0.5,0.46841318172141333,0.8141754895774831,0.7038830069483446,imU
0.6033528862134334,0.3769679194351424,0.48,0.5,0.12064161129715184,0.5400293293201502,0.38609349044986546,imU
0.7148799924139794,0.4050720045516124,0.48,0.5,0.5651680106204289,0.714831989379571,0.6799679979770612,imU
0.784286028896101,0.342858086688303,0.48,0.5,0.5228536821428892,0.7914301444805049,0.7514257399350912,imU
0.7853644111918995,0.36397460421536304,0.48,0.5,0.57,0.7717881370639665,0.7917881370639666,imU
0.7825400617034136,0.5082952622395079,0.48,0.5,0.5261097840380523,0.6674599382965863,0.6911899074448796,imU
0.7733990270325765,0.33880129728989805,0.48,0.5,0.5854022702573215,0.7545977297426785,0.7789983783876275,imU
0.7781188927135622,0.4449837139028323,0.48,0.5,0.6071946251675109,0.7796701960217594,0.8056107496649783,imU
0.5968697988609886,0.31335731612736123,0.48,0.5,0.6180166436448364,0.7472520804556045,0.7686260402278023,imU
